date,precipitation_sum,temperature_2m_max,temperature_2m_min,temperature_2m_mean,relative_humidity_2m_mean,wind_speed_10m_max,surface_pressure_mean,pluie_cumul_3j,pluie_cumul_7j,pluie_cumul_15j,humidite_moyenne_7j,amplitude_thermique,risque_proxy_pluviometrique,inondation_reelle
2015-01-01,7.6,28.3,23.5,25.2,88,11.5,1009.3,7.6,7.6,7.6,88.0,4.800000000000001,0,0
2015-01-02,10.1,28.2,23.2,24.9,88,12.7,1010.0,17.7,17.7,17.7,88.0,5.0,0,0
2015-01-03,7.4,28.1,23.3,24.9,90,10.7,1011.0,25.1,25.1,25.1,88.66666666666667,4.800000000000001,0,0
2015-01-04,4.4,28.4,23.3,25.6,88,10.5,1010.7,21.9,29.5,29.5,88.5,5.099999999999998,0,0
2015-01-05,7.8,27.3,23.8,25.3,90,13.6,1010.0,19.6,37.3,37.3,88.8,3.5,0,0
2015-01-06,12.1,26.8,23.3,24.9,90,10.6,1009.7,24.299999999999997,49.4,49.4,89.0,3.5,0,0
2015-01-07,10.3,28.1,23.2,25.2,89,13.4,1009.8,30.200000000000003,59.7,59.7,89.0,4.900000000000002,0,0
2015-01-08,4.5,28.9,23.2,25.4,87,14.0,1010.6,26.9,56.599999999999994,64.2,88.85714285714286,5.699999999999999,0,0
2015-01-09,4.0,28.0,23.3,25.0,89,11.8,1011.0,18.799999999999997,50.5,68.2,89.0,4.699999999999999,0,0
2015-01-10,1.5,29.1,23.5,25.9,87,13.4,1010.9,9.999999999999998,44.599999999999994,69.7,88.57142857142857,5.600000000000001,0,0
2015-01-11,2.3,28.8,23.7,25.7,87,16.4,1010.2,7.799999999999998,42.5,72.0,88.42857142857143,5.100000000000001,0,0
2015-01-12,10.5,27.1,24.1,25.5,89,15.8,1009.0,14.299999999999997,45.2,82.5,88.28571428571429,3.0,0,0
2015-01-13,0.2,29.2,23.1,26.0,82,15.1,1009.2,12.999999999999996,33.300000000000004,82.7,87.14285714285714,6.099999999999998,0,0
2015-01-14,3.9,28.1,24.4,25.6,87,14.0,1009.4,14.599999999999996,26.900000000000002,86.6,86.85714285714286,3.700000000000003,0,0
2015-01-15,2.6,29.1,23.5,25.8,87,13.0,1009.5,6.699999999999997,25.0,89.2,86.85714285714286,5.600000000000001,0,0
2015-01-16,3.0,28.1,23.7,25.6,88,13.9,1009.5,9.499999999999996,24.0,84.60000000000001,86.71428571428571,4.400000000000002,0,0
2015-01-17,2.7,27.1,23.5,25.2,89,11.3,1010.0,8.299999999999997,25.200000000000003,77.2,87.0,3.6000000000000014,0,0
2015-01-18,3.0,28.3,23.6,25.6,88,11.2,1010.7,8.699999999999996,25.9,72.80000000000001,87.14285714285714,4.699999999999999,0,0
2015-01-19,2.5,29.0,23.9,25.8,89,12.0,1009.3,8.199999999999996,17.9,70.9,87.14285714285714,5.100000000000001,0,0
2015-01-20,1.2,28.8,23.6,26.0,88,11.7,1008.2,6.699999999999997,18.900000000000002,64.3,88.0,5.199999999999999,0,0
2015-01-21,3.7,28.7,23.6,25.8,88,13.7,1008.7,7.399999999999997,18.700000000000003,55.900000000000006,88.14285714285714,5.099999999999998,0,0
2015-01-22,12.0,27.7,23.8,25.7,88,10.0,1009.5,16.9,28.1,57.60000000000001,88.28571428571429,3.8999999999999986,0,0
2015-01-23,8.5,29.0,24.0,25.8,89,11.5,1008.7,24.199999999999996,33.6,61.60000000000001,88.42857142857143,5.0,0,0
2015-01-24,3.5,29.1,24.0,26.0,87,12.9,1007.8,23.999999999999993,34.4,61.10000000000001,88.14285714285714,5.100000000000001,0,0
2015-01-25,6.1,28.1,24.0,25.8,88,10.8,1007.6,18.099999999999994,37.5,65.7,88.14285714285714,4.100000000000001,0,0
2015-01-26,15.5,27.1,24.1,25.6,90,14.4,1008.5,25.099999999999994,50.5,78.9,88.28571428571429,3.0,0,0
2015-01-27,18.6,28.0,23.9,25.2,90,15.5,1009.0,40.199999999999996,67.9,87.0,88.57142857142857,4.100000000000001,0,0
2015-01-28,11.0,28.1,23.7,25.3,90,12.4,1008.4,45.099999999999994,75.19999999999999,97.8,88.85714285714286,4.400000000000002,0,0
2015-01-29,8.6,28.3,23.6,25.7,87,10.9,1008.7,38.199999999999996,71.8,102.5,88.71428571428571,4.699999999999999,0,0
2015-01-30,4.6,29.7,24.1,26.4,87,11.0,1008.5,24.199999999999992,67.9,104.5,88.42857142857143,5.599999999999998,0,0
2015-01-31,8.1,28.2,24.0,25.7,89,13.0,1009.1,21.29999999999999,72.5,109.6,88.71428571428571,4.199999999999999,0,0
2015-02-01,4.2,28.2,24.7,26.0,88,12.6,1008.2,16.89999999999999,70.60000000000001,111.1,88.71428571428571,3.5,0,0
2015-02-02,5.5,27.6,24.1,25.7,90,10.6,1008.2,17.799999999999994,60.6,113.6,88.71428571428571,3.5,0,0
2015-02-03,3.6,28.3,24.4,25.8,89,11.4,1008.2,13.299999999999994,45.6,114.69999999999999,88.57142857142857,3.900000000000002,0,0
2015-02-04,4.2,29.3,24.4,26.3,88,13.0,1008.0,13.299999999999994,38.8,117.7,88.28571428571429,4.900000000000002,0,0
2015-02-05,4.2,28.6,24.1,26.0,89,10.8,1007.8,11.999999999999993,34.4,118.2,88.57142857142857,4.5,0,0
2015-02-06,10.2,28.9,24.1,26.1,89,11.8,1007.7,18.599999999999994,40.0,116.4,88.85714285714286,4.799999999999997,0,0
2015-02-07,4.7,28.4,24.6,26.3,88,12.2,1007.6,19.09999999999999,36.6,112.60000000000001,88.71428571428571,3.799999999999997,0,0
2015-02-08,20.6,27.1,24.3,25.7,90,14.1,1007.5,35.49999999999999,53.0,129.7,89.0,2.8000000000000007,0,0
2015-02-09,18.6,27.1,23.3,24.8,92,18.8,1008.0,43.89999999999999,66.10000000000001,142.2,89.28571428571429,3.8000000000000007,0,0
2015-02-10,0.0,29.3,23.9,26.2,87,14.2,1007.2,39.19999999999999,62.5,126.69999999999999,89.0,5.400000000000002,0,0
2015-02-11,4.2,29.9,24.5,26.9,87,12.0,1007.0,22.799999999999994,62.5,112.3,88.85714285714286,5.399999999999999,0,0
2015-02-12,37.9,26.2,24.0,24.9,93,9.5,1008.8,42.099999999999994,96.2,139.2,89.42857142857143,2.1999999999999993,0,0
2015-02-13,19.8,27.7,23.5,25.1,91,8.9,1010.6,61.89999999999999,105.8,150.4,89.71428571428571,4.199999999999999,1,0
2015-02-14,1.3,28.8,23.3,25.8,89,9.2,1010.1,58.999999999999986,102.39999999999999,147.10000000000002,89.85714285714286,5.5,1,0
2015-02-15,1.8,29.8,24.5,26.8,85,13.1,1009.0,22.899999999999988,83.60000000000001,140.79999999999998,89.14285714285714,5.300000000000001,0,0
2015-02-16,0.2,29.3,25.0,27.0,83,15.2,1008.6,3.299999999999986,65.19999999999999,136.8,87.85714285714286,4.300000000000001,0,0
2015-02-17,5.6,29.2,24.8,26.3,88,16.0,1007.7,7.599999999999985,70.8,136.9,88.0,4.399999999999999,0,0
2015-02-18,15.2,27.8,24.1,25.3,92,15.7,1007.4,20.999999999999986,81.79999999999998,148.5,88.71428571428571,3.6999999999999993,0,0
2015-02-19,8.8,27.0,23.7,25.2,91,9.9,1006.9,29.599999999999987,52.7,153.1,88.42857142857143,3.3000000000000007,0,0
2015-02-20,4.3,29.2,23.2,25.8,88,11.7,1006.2,28.299999999999986,37.2,153.2,88.0,6.0,0,0
2015-02-21,4.3,29.4,23.7,25.9,88,12.4,1006.4,17.399999999999984,40.199999999999996,147.3,87.85714285714286,5.699999999999999,0,0
2015-02-22,19.7,27.0,23.8,25.2,92,10.8,1008.1,28.299999999999986,58.1,162.3,88.85714285714286,3.1999999999999993,0,0
2015-02-23,6.3,29.5,24.0,26.1,88,10.9,1009.0,30.299999999999986,64.2,148.0,89.57142857142857,5.5,0,0
2015-02-24,3.2,28.4,23.9,26.2,87,10.0,1008.3,29.199999999999985,61.8,132.60000000000002,89.42857142857143,4.5,0,0
2015-02-25,16.6,27.4,24.3,25.5,90,14.1,1007.3,26.09999999999999,63.2,149.20000000000002,89.14285714285714,3.099999999999998,0,0
2015-02-26,17.7,28.0,24.2,25.4,92,14.8,1007.5,37.499999999999986,72.10000000000001,162.7,89.28571428571429,3.8000000000000007,0,0
2015-02-27,4.9,28.8,23.8,25.9,87,15.9,1008.3,39.19999999999999,72.7,129.7,89.14285714285714,5.0,0,0
2015-02-28,0.0,28.9,24.3,26.2,85,13.6,1007.8,22.599999999999987,68.39999999999999,109.9,88.71428571428571,4.599999999999998,0,0
2015-03-01,7.2,28.1,24.7,26.2,86,11.6,1007.7,12.09999999999999,55.9,115.80000000000001,87.85714285714286,3.400000000000002,0,0
2015-03-02,10.1,28.7,24.6,25.9,89,13.8,1007.8,17.29999999999999,59.7,124.1,88.0,4.099999999999998,0,0
2015-03-03,3.3,28.9,23.7,25.9,87,12.0,1008.0,20.599999999999987,59.8,127.2,88.0,5.199999999999999,0,0
2015-03-04,3.9,29.5,24.3,26.5,86,11.9,1008.5,17.29999999999999,47.1,125.5,87.42857142857143,5.199999999999999,0,0
2015-03-05,1.4,29.5,24.3,26.6,87,11.2,1007.7,8.599999999999987,30.799999999999997,111.7,86.71428571428571,5.199999999999999,0,0
2015-03-06,7.1,27.9,24.4,26.1,91,7.9,1008.0,12.399999999999988,33.0,110.0,87.28571428571429,3.5,0,0
2015-03-07,3.1,29.8,24.6,26.4,88,12.3,1007.3,11.599999999999987,36.1,108.8,87.71428571428571,5.199999999999999,0,0
2015-03-08,6.6,28.6,24.0,25.8,88,9.7,1007.2,16.79999999999999,35.5,111.1,88.0,4.600000000000001,0,0
2015-03-09,7.6,29.3,24.1,25.9,89,12.0,1007.7,17.299999999999986,33.0,99.0,88.0,5.199999999999999,0,0
2015-03-10,9.2,30.1,24.7,26.6,87,15.4,1008.4,23.399999999999984,38.9,101.9,88.0,5.400000000000002,0,0
2015-03-11,0.9,30.2,24.7,27.1,86,11.6,1008.1,17.699999999999985,35.9,99.6,88.0,5.5,0,0
2015-03-12,7.1,30.3,25.4,27.2,89,15.0,1006.5,17.19999999999999,41.6,90.10000000000001,88.28571428571429,4.900000000000002,0,0
2015-03-13,9.4,30.2,25.1,27.2,87,13.8,1005.4,17.399999999999988,43.9,81.8,87.71428571428571,5.099999999999998,0,0
2015-03-14,15.0,30.5,24.7,26.8,88,14.0,1004.7,31.49999999999999,55.8,91.89999999999999,87.71428571428571,5.800000000000001,0,0
2015-03-15,5.8,27.9,24.4,25.7,90,15.0,1005.9,30.19999999999999,55.0,97.69999999999999,88.0,3.5,0,0
2015-03-16,4.4,28.9,24.3,26.4,87,11.7,1007.3,25.19999999999999,51.800000000000004,94.89999999999999,87.71428571428571,4.599999999999998,0,0
2015-03-17,4.9,30.3,24.7,27.0,85,17.0,1007.3,15.099999999999987,47.5,89.7,87.42857142857143,5.600000000000001,0,0
2015-03-18,8.7,29.9,24.5,26.7,90,14.1,1006.0,17.999999999999986,55.3,95.1,88.0,5.399999999999999,0,0
2015-03-19,7.8,28.9,24.8,26.3,89,14.4,1005.8,21.399999999999988,56.0,99.0,88.0,4.099999999999998,0,0
2015-03-20,2.4,30.2,24.4,27.0,87,12.0,1005.7,18.899999999999984,49.0,100.0,88.0,5.800000000000001,0,0
2015-03-21,4.9,28.9,24.9,26.8,88,12.4,1006.1,15.099999999999985,38.9,97.8,88.0,4.0,0,0
2015-03-22,17.8,28.7,24.4,26.2,90,12.7,1007.3,25.099999999999987,50.900000000000006,112.5,88.0,4.300000000000001,0,0
2015-03-23,1.8,30.1,24.4,26.8,86,11.6,1006.4,24.49999999999999,48.3,107.7,87.85714285714286,5.700000000000003,0,0
2015-03-24,9.3,28.7,24.7,26.0,89,14.6,1006.7,28.899999999999988,52.7,109.4,88.42857142857143,4.0,0,0
2015-03-25,4.0,28.9,24.5,26.5,87,12.1,1007.0,15.099999999999987,48.0,104.19999999999999,88.0,4.399999999999999,0,0
2015-03-26,16.4,27.6,24.5,25.7,89,14.5,1008.8,29.699999999999985,56.6,119.7,88.0,3.1000000000000014,0,0
2015-03-27,16.0,26.6,24.2,25.2,93,12.8,1011.0,36.399999999999984,70.2,128.6,88.85714285714286,2.400000000000002,0,0
2015-03-28,13.8,28.5,24.1,25.9,88,16.4,1010.2,46.19999999999999,79.1,133.0,88.85714285714286,4.399999999999999,0,0
2015-03-29,8.4,28.7,23.3,25.8,87,13.0,1009.4,38.19999999999999,69.7,126.4,88.42857142857143,5.399999999999999,0,0
2015-03-30,0.8,29.4,24.5,26.7,85,10.2,1008.4,22.999999999999986,68.7,121.4,88.28571428571429,4.899999999999999,0,0
2015-03-31,6.5,28.2,24.2,26.0,90,12.8,1008.5,15.699999999999985,65.9,123.5,88.42857142857143,4.0,0,0
2015-04-01,17.5,27.5,24.3,25.9,91,10.0,1008.8,24.799999999999983,79.4,136.1,89.0,3.1999999999999993,0,0
2015-04-02,15.2,29.5,24.1,25.9,90,14.6,1008.8,39.19999999999998,78.2,142.6,89.14285714285714,5.399999999999999,0,0
2015-04-03,3.0,27.6,24.2,25.7,90,14.3,1007.7,35.69999999999998,65.2,137.79999999999998,88.71428571428571,3.400000000000002,0,0
2015-04-04,5.6,29.9,24.6,26.9,85,14.4,1007.1,23.799999999999983,57.0,141.0,88.28571428571429,5.299999999999997,0,0
2015-04-05,5.7,28.9,23.9,25.7,89,11.4,1007.6,14.299999999999983,54.3,141.8,88.57142857142857,5.0,0,0
2015-04-06,2.2,29.2,24.1,26.6,85,13.4,1007.2,13.499999999999982,55.7,126.2,88.57142857142857,5.099999999999998,0,0
2015-04-07,8.8,28.9,24.1,25.9,89,13.4,1008.5,16.69999999999998,58.0,133.2,88.42857142857143,4.799999999999997,0,0
2015-04-08,0.8,29.8,24.1,26.6,85,15.8,1007.8,11.799999999999985,41.3,124.69999999999999,87.57142857142857,5.699999999999999,0,0
2015-04-09,3.1,29.4,25.0,26.7,84,15.4,1008.0,12.699999999999983,29.200000000000003,123.8,86.71428571428571,4.399999999999999,0,0
2015-04-10,1.8,29.9,24.3,26.9,84,15.8,1007.9,5.699999999999982,28.0,109.2,85.85714285714286,5.599999999999998,0,0
2015-04-11,6.4,29.9,25.1,26.9,85,15.3,1008.8,11.299999999999983,28.8,99.6,85.85714285714286,4.799999999999997,0,0
2015-04-12,9.2,29.8,25.3,26.6,88,19.9,1009.2,17.39999999999998,32.3,95.0,85.71428571428571,4.5,0,0
2015-04-13,37.5,27.3,24.2,25.5,92,9.1,1009.7,53.09999999999998,67.6,124.1,86.71428571428571,3.1000000000000014,1,0
2015-04-14,9.1,28.9,24.3,25.9,90,15.3,1008.3,55.79999999999998,67.89999999999999,132.4,86.85714285714286,4.599999999999998,1,0
2015-04-15,21.6,28.2,23.9,25.3,92,9.6,1008.3,68.19999999999999,88.7,147.5,87.85714285714286,4.300000000000001,1,0
2015-04-16,7.7,28.3,23.9,25.7,89,8.4,1009.1,38.399999999999984,93.3,137.7,88.57142857142857,4.400000000000002,0,0
2015-04-17,1.4,28.9,24.3,26.1,88,10.5,1009.4,30.69999999999998,92.89999999999999,123.89999999999999,89.14285714285714,4.599999999999998,0,0
2015-04-18,6.9,29.7,24.0,26.2,87,14.6,1008.9,15.999999999999979,93.39999999999999,127.8,89.42857142857143,5.699999999999999,0,0
2015-04-19,15.3,29.2,24.1,26.1,89,10.9,1008.3,23.59999999999998,99.49999999999999,137.5,89.57142857142857,5.099999999999998,0,0
2015-04-20,5.4,30.5,24.2,26.6,87,10.9,1007.8,27.59999999999998,67.39999999999999,137.20000000000002,88.85714285714286,6.300000000000001,0,0
2015-04-21,4.2,29.5,24.2,26.5,88,8.7,1007.6,24.89999999999998,62.49999999999999,139.2,88.57142857142857,5.300000000000001,0,0
2015-04-22,6.6,29.0,25.2,26.5,89,12.6,1007.9,16.199999999999978,47.49999999999999,137.0,88.14285714285714,3.8000000000000007,0,0
2015-04-23,17.5,28.2,23.8,25.6,90,11.8,1008.6,28.299999999999976,57.29999999999999,153.7,88.28571428571429,4.399999999999999,0,0
2015-04-24,24.2,27.5,24.1,25.2,93,12.2,1009.6,48.299999999999976,80.1,174.8,89.0,3.3999999999999986,0,0
2015-04-25,0.5,29.3,23.9,26.3,85,14.3,1009.9,42.199999999999974,73.69999999999999,173.5,88.71428571428571,5.400000000000002,0,0
2015-04-26,0.1,29.7,24.2,26.8,85,11.2,1009.4,24.799999999999976,58.499999999999986,167.2,88.14285714285714,5.5,0,0
2015-04-27,10.7,30.0,24.6,26.9,88,14.4,1008.4,11.299999999999974,63.79999999999999,168.7,88.28571428571429,5.399999999999999,0,0
2015-04-28,11.6,28.3,23.9,25.8,90,8.2,1009.0,22.399999999999974,71.19999999999999,142.8,88.57142857142857,4.400000000000002,0,0
2015-04-29,5.1,29.5,24.5,26.6,86,13.7,1008.2,27.39999999999997,69.69999999999999,138.8,88.14285714285714,5.0,0,0
2015-04-30,3.8,30.1,24.4,26.8,88,11.0,1007.5,20.499999999999975,55.99999999999999,121.0,87.85714285714286,5.700000000000003,0,0
2015-05-01,6.8,29.3,25.0,27.0,86,12.0,1007.2,15.699999999999974,38.599999999999994,120.1,86.85714285714286,4.300000000000001,0,0
2015-05-02,8.4,30.2,25.2,26.9,88,15.5,1006.6,18.999999999999975,46.49999999999999,127.10000000000001,87.28571428571429,5.0,0,0
2015-05-03,1.5,29.5,24.9,26.6,88,14.0,1007.9,16.699999999999974,47.89999999999999,121.7,87.71428571428571,4.600000000000001,0,0
2015-05-04,0.9,29.9,24.9,26.8,87,11.3,1007.3,10.799999999999976,38.099999999999994,107.3,87.57142857142857,5.0,0,0
2015-05-05,16.0,26.7,24.7,25.6,92,15.0,1008.4,18.399999999999977,42.49999999999999,117.89999999999999,87.85714285714286,2.0,0,0
2015-05-06,4.6,28.8,23.9,26.1,87,13.1,1008.7,21.49999999999998,41.99999999999999,118.3,88.0,4.900000000000002,0,0
2015-05-07,10.6,29.2,24.6,26.0,91,12.2,1009.7,31.199999999999978,48.8,122.3,88.42857142857143,4.599999999999998,0,0
2015-05-08,0.0,28.7,24.5,26.4,87,13.6,1009.9,15.199999999999978,42.0,104.8,88.57142857142857,4.199999999999999,0,0
2015-05-09,11.3,28.9,24.5,26.3,89,9.7,1009.6,21.899999999999977,44.89999999999999,91.89999999999999,88.71428571428571,4.399999999999999,0,0
2015-05-10,8.2,29.2,24.7,26.4,89,11.7,1009.1,19.49999999999998,51.599999999999994,99.6,88.85714285714286,4.5,0,0
2015-05-11,1.6,29.7,24.7,26.7,89,11.9,1008.9,21.09999999999998,52.29999999999999,101.1,89.14285714285714,5.0,0,0
2015-05-12,2.6,29.8,24.6,27.1,87,13.1,1009.4,12.399999999999977,38.89999999999999,93.0,88.42857142857143,5.199999999999999,0,0
2015-05-13,3.9,29.3,24.7,26.9,88,12.0,1008.5,8.099999999999978,38.19999999999999,85.3,88.57142857142857,4.600000000000001,0,0
2015-05-14,8.1,28.8,24.7,26.7,90,8.9,1007.6,14.599999999999978,35.69999999999999,88.3,88.42857142857143,4.100000000000001,0,0
2015-05-15,10.3,29.1,25.2,26.7,90,13.7,1008.0,22.29999999999998,45.99999999999999,94.8,88.85714285714286,3.900000000000002,0,0
2015-05-16,19.4,28.0,24.6,25.9,93,12.0,1008.9,37.799999999999976,54.09999999999999,107.4,89.42857142857143,3.3999999999999986,0,0
2015-05-17,3.8,29.4,24.9,26.7,90,13.2,1009.0,33.49999999999998,49.69999999999999,102.8,89.57142857142857,4.5,0,0
2015-05-18,16.6,29.5,24.6,26.4,90,11.5,1009.1,39.79999999999998,64.69999999999999,117.89999999999999,89.71428571428571,4.899999999999999,0,0
2015-05-19,8.6,29.0,24.9,26.6,90,8.0,1009.1,28.99999999999998,70.69999999999999,125.60000000000001,90.14285714285714,4.100000000000001,0,0
2015-05-20,5.2,28.2,24.9,26.3,88,11.9,1009.3,30.39999999999998,72.0,114.8,90.14285714285714,3.3000000000000007,0,0
2015-05-21,9.3,28.9,25.1,26.3,89,12.0,1010.2,23.09999999999998,73.19999999999999,119.5,90.0,3.799999999999997,0,0
2015-05-22,5.9,29.4,24.7,26.4,89,12.5,1010.0,20.39999999999998,68.8,114.8,89.85714285714286,4.699999999999999,0,0
2015-05-23,17.5,29.7,24.5,26.1,89,16.2,1009.6,32.69999999999998,66.9,132.3,89.28571428571429,5.199999999999999,0,0
2015-05-24,10.9,28.3,24.2,25.7,90,13.7,1010.2,34.29999999999998,74.0,131.9,89.28571428571429,4.100000000000001,0,0
2015-05-25,1.2,28.2,24.0,25.7,86,13.5,1009.9,29.599999999999984,58.599999999999994,124.9,88.71428571428571,4.199999999999999,0,0
2015-05-26,1.5,29.4,24.5,26.3,86,13.9,1009.1,13.599999999999982,51.5,124.80000000000001,88.14285714285714,4.899999999999999,0,0
2015-05-27,10.2,29.9,24.5,26.2,88,13.5,1008.9,12.89999999999998,56.49999999999999,132.4,88.14285714285714,5.399999999999999,0,0
2015-05-28,6.6,28.5,24.3,25.6,90,15.6,1008.6,18.299999999999983,53.79999999999999,135.1,88.28571428571429,4.199999999999999,0,0
2015-05-29,0.5,27.4,23.9,25.4,84,16.6,1008.4,17.299999999999983,48.39999999999999,127.5,87.57142857142857,3.5,0,0
2015-05-30,0.1,27.7,24.2,25.4,83,16.6,1009.6,7.1999999999999815,30.999999999999993,117.3,86.71428571428571,3.5,0,0
2015-05-31,0.0,27.1,23.7,25.0,83,16.0,1009.7,0.5999999999999822,20.099999999999994,97.9,85.71428571428571,3.400000000000002,0,0
2015-06-01,0.0,27.6,24.0,25.3,82,16.7,1009.5,0.09999999999998224,18.89999999999999,94.1,85.14285714285714,3.6000000000000014,0,0
2015-06-02,0.2,27.5,23.7,25.3,83,15.5,1009.0,0.19999999999998225,17.59999999999999,77.7,84.71428571428571,3.8000000000000007,0,0
2015-06-03,0.1,27.7,23.4,25.2,85,19.7,1009.8,0.2999999999999823,7.499999999999993,69.2,84.28571428571429,4.300000000000001,0,0
2015-06-04,0.0,27.6,23.7,25.3,83,18.0,1010.4,0.2999999999999823,0.8999999999999929,64.00000000000001,83.28571428571429,3.900000000000002,0,0
2015-06-05,0.1,27.6,23.4,25.1,82,18.4,1010.0,0.19999999999998225,0.4999999999999929,54.8,83.0,4.200000000000003,0,0
2015-06-06,0.0,27.8,23.3,25.1,83,16.7,1010.2,0.09999999999998224,0.3999999999999929,48.9,83.0,4.5,0,0
2015-06-07,0.0,27.5,22.9,24.8,84,17.4,1010.1,0.09999999999998224,0.3999999999999929,31.4,83.14285714285714,4.600000000000001,0,0
2015-06-08,0.0,27.2,23.2,24.9,81,15.8,1010.7,0.0,0.3999999999999929,20.5,83.0,4.0,0,0
2015-06-09,0.0,28.0,23.3,25.2,82,16.2,1010.1,0.0,0.1999999999999929,19.299999999999997,82.85714285714286,4.699999999999999,0,0
2015-06-10,0.0,27.4,23.5,25.1,82,17.1,1010.6,0.0,0.0999999999999929,17.799999999999997,82.42857142857143,3.8999999999999986,0,0
2015-06-11,0.1,27.0,23.8,25.0,82,15.1,1011.0,0.09999999999998224,0.1999999999999929,7.699999999999999,82.28571428571429,3.1999999999999993,0,0
2015-06-12,0.0,27.7,23.1,25.0,83,16.6,1010.9,0.09999999999998224,0.0999999999999929,1.1,82.42857142857143,4.599999999999998,0,0
2015-06-13,0.0,28.6,22.2,24.6,80,19.6,1010.9,0.09999999999998224,0.0999999999999929,0.6000000000000001,82.0,6.400000000000002,0,0
2015-06-14,0.0,27.4,21.9,24.1,80,15.9,1010.6,0.0,0.0999999999999929,0.5,81.42857142857143,5.5,0,0
2015-06-15,0.4,26.6,22.7,24.3,82,16.9,1011.1,0.39999999999998226,0.4999999999999929,0.9000000000000001,81.57142857142857,3.900000000000002,0,0
2015-06-16,0.0,26.7,22.5,24.5,81,18.6,1011.1,0.39999999999998226,0.4999999999999929,0.9000000000000001,81.42857142857143,4.199999999999999,0,0
2015-06-17,0.0,26.8,22.5,24.3,82,19.4,1010.0,0.39999999999998226,0.4999999999999929,0.7,81.42857142857143,4.300000000000001,0,0
2015-06-18,0.0,27.4,21.9,24.3,80,17.5,1010.0,0.0,0.3999999999999929,0.6000000000000001,81.14285714285714,5.5,0,0
2015-06-19,0.0,27.2,22.4,24.6,80,15.3,1011.0,0.0,0.3999999999999929,0.6000000000000001,80.71428571428571,4.800000000000001,0,0
2015-06-20,0.5,27.1,22.7,24.4,82,17.3,1012.3,0.49999999999998224,0.8999999999999929,1.0,81.0,4.400000000000002,0,0
2015-06-21,0.0,26.8,22.3,24.3,80,17.2,1013.2,0.49999999999998224,0.8999999999999929,1.0,81.0,4.5,0,0
2015-06-22,0.0,27.1,22.4,24.5,79,15.0,1013.8,0.49999999999998224,0.4999999999999929,1.0,80.57142857142857,4.700000000000003,0,0
2015-06-23,0.7,26.7,22.5,24.4,82,14.8,1013.7,0.6999999999999822,1.1999999999999929,1.7,80.71428571428571,4.199999999999999,0,0
2015-06-24,0.0,27.2,22.4,24.5,82,18.2,1014.0,0.6999999999999822,1.1999999999999929,1.7,80.71428571428571,4.800000000000001,0,0
2015-06-25,0.6,27.1,23.0,24.8,81,17.6,1015.4,1.299999999999982,1.7999999999999927,2.3,80.85714285714286,4.100000000000001,0,0
2015-06-26,0.0,27.1,22.3,24.3,80,15.3,1014.2,0.5999999999999822,1.7999999999999927,2.1999999999999997,80.85714285714286,4.800000000000001,0,0
2015-06-27,0.0,26.5,22.5,24.2,80,15.8,1013.0,0.5999999999999822,1.2999999999999927,2.1999999999999997,80.57142857142857,4.0,0,0
2015-06-28,0.0,25.6,22.7,23.9,79,15.2,1012.9,0.0,1.2999999999999927,2.1999999999999997,80.42857142857143,2.900000000000002,0,0
2015-06-29,0.1,27.3,22.1,24.2,77,16.3,1013.0,0.09999999999998224,1.3999999999999928,2.3,80.14285714285714,5.199999999999999,0,0
2015-06-30,1.8,26.2,21.8,23.6,80,14.9,1013.0,1.8999999999999824,2.499999999999993,3.7,79.85714285714286,4.399999999999999,0,0
2015-07-01,1.0,25.9,21.4,23.2,82,14.3,1012.3,2.8999999999999826,3.499999999999993,4.7,79.85714285714286,4.5,0,0
2015-07-02,1.2,27.4,21.7,23.8,80,16.7,1011.9,3.9999999999999822,4.0999999999999925,5.9,79.71428571428571,5.699999999999999,0,0
2015-07-03,0.3,26.4,22.1,23.9,82,13.7,1012.2,2.4999999999999822,4.399999999999992,6.2,80.0,4.299999999999997,0,0
2015-07-04,0.0,28.0,21.7,24.5,83,11.6,1011.9,1.4999999999999822,4.399999999999992,6.2,80.42857142857143,6.300000000000001,0,0
2015-07-05,0.4,28.8,22.5,25.2,82,14.3,1010.7,0.6999999999999822,4.799999999999993,6.1,80.85714285714286,6.300000000000001,0,0
2015-07-06,0.0,27.9,22.9,25.1,82,15.1,1010.0,0.39999999999998226,4.699999999999993,6.1,81.57142857142857,5.0,0,0
2015-07-07,0.4,28.1,23.9,25.4,83,14.5,1009.7,0.7999999999999823,3.2999999999999927,6.5,82.0,4.200000000000003,0,0
2015-07-08,0.2,26.9,23.9,25.0,82,13.9,1009.7,0.5999999999999823,2.499999999999993,6.0,82.0,3.0,0,0
2015-07-09,0.4,28.2,23.6,25.1,80,15.0,1010.2,0.9999999999999822,1.699999999999993,6.3999999999999995,82.0,4.599999999999998,0,0
2015-07-10,1.7,26.2,23.2,24.4,85,15.1,1011.2,2.299999999999982,3.0999999999999925,7.5,82.42857142857143,3.0,0,0
2015-07-11,1.0,26.9,23.5,24.7,85,15.8,1012.5,3.099999999999982,4.0999999999999925,8.5,82.71428571428571,3.3999999999999986,0,0
2015-07-12,0.1,26.9,23.1,24.6,84,16.9,1012.0,2.799999999999982,3.7999999999999927,8.6,83.0,3.799999999999997,0,0
